0	45	1
0	313	0.998482798
0	132	0.997761818
0	26	0.997084148
0	137	0.99642673
0	150	0.99577693
0	234	0.99513296
0	342	0.994497949
0	483	0.993871144
0	15	0.993245051
1	45	1
1	150	0.99577693
1	342	0.994497949
1	483	0.993871144
1	1508	0.989248765
1	294	0.988145661
1	1760	0.987056086
1	259	0.985452469
1	3849	0.983864352
1	365	0.980232801
2	1465	0.99920973
2	26	0.997084148
2	483	0.993871144
2	136	0.990365296
2	53	0.988695558
2	294	0.988145661
2	1641	0.984391171
2	1511	0.978209804
2	450	0.976731869
2	2361	0.97624779
3	45	1
3	1465	0.99920973
3	313	0.998482798
3	26	0.997084148
3	137	0.99642673
3	150	0.99577693
3	234	0.99513296
3	342	0.994497949
3	483	0.993871144
3	15	0.993245051
4	45	1
4	132	0.997761818
4	26	0.997084148
4	150	0.99577693
4	234	0.99513296
4	483	0.993871144
4	2	0.992637118
4	861	0.992064795
4	283	0.990928092
4	136	0.990365296
5	45	1
5	1465	0.99920973
5	313	0.998482798
5	132	0.997761818
5	26	0.997084148
5	137	0.99642673
5	150	0.99577693
5	342	0.994497949
5	483	0.993871144
5	15	0.993245051
6	45	1
6	313	0.998482798
6	132	0.997761818
6	26	0.997084148
6	137	0.99642673
6	150	0.99577693
6	234	0.99513296
6	342	0.994497949
6	483	0.993871144
6	15	0.993245051
7	132	0.997761818
7	342	0.994497949
7	861	0.992064795
7	354	0.991492675
7	283	0.990928092
7	136	0.990365296
7	1508	0.989248765
7	53	0.988695558
7	3479	0.987600762
7	1560	0.986518643
8	45	1
8	1465	0.99920973
8	313	0.998482798
8	132	0.997761818
8	26	0.997084148
8	137	0.99642673
8	150	0.99577693
8	234	0.99513296
8	342	0.994497949
8	483	0.993871144
9	45	1
9	26	0.997084148
9	137	0.99642673
9	150	0.99577693
9	342	0.994497949
9	483	0.993871144
9	2	0.992637118
9	861	0.992064795
9	136	0.990365296
9	1508	0.989248765
10	1465	0.99920973
10	313	0.998482798
10	137	0.99642673
10	342	0.994497949
10	483	0.993871144
10	354	0.991492675
10	136	0.990365296
10	294	0.988145661
10	3479	0.987600762
10	1760	0.987056086
11	137	0.99642673
11	150	0.99577693
11	234	0.99513296
11	342	0.994497949
11	483	0.993871144
11	15	0.993245051
11	354	0.991492675
11	283	0.990928092
11	136	0.990365296
11	1535	0.989805385
12	1465	0.99920973
12	313	0.998482798
12	132	0.997761818
12	26	0.997084148
12	137	0.99642673
12	150	0.99577693
12	234	0.99513296
12	342	0.994497949
12	483	0.993871144
12	15	0.993245051
13	1465	0.99920973
13	132	0.997761818
13	26	0.997084148
13	137	0.99642673
13	150	0.99577693
13	234	0.99513296
13	342	0.994497949
13	483	0.993871144
13	15	0.993245051
13	861	0.992064795
14	1465	0.99920973
14	313	0.998482798
14	132	0.997761818
14	137	0.99642673
14	234	0.99513296
14	136	0.990365296
14	53	0.988695558
14	294	0.988145661
14	3479	0.987600762
14	1760	0.987056086
15	45	1
15	1465	0.99920973
15	150	0.99577693
15	342	0.994497949
15	2	0.992637118
15	861	0.992064795
15	354	0.991492675
15	182	0.982818797
15	1529	0.982299859
15	321	0.981781266
16	313	0.998482798
16	132	0.997761818
16	137	0.99642673
16	342	0.994497949
16	354	0.991492675
16	136	0.990365296
