rank	user	item	score	rating
1	1	1576	1	
2	1	47	1	4.0
3	1	1279	1	
4	1	386	1	
5	1	40	1	3.0
6	1	309	1	
7	1	714	1	
8	1	463	1	
9	1	83	1	3.0
10	1	1310	1	
1	2	1576	1	
2	2	47	1	
3	2	1279	1	
4	2	386	1	
5	2	40	1	
6	2	309	1	1.0
7	2	714	1	
8	2	463	1	
9	2	83	1	
10	2	1310	1	
1	3	1576	1	
2	3	47	1	
3	3	1279	1	
4	3	386	1	
5	3	40	1	
6	3	309	1	
7	3	714	1	
8	3	463	1	
9	3	83	1	
10	3	1310	1	
1	4	1667	1	
2	4	1422	1	
3	4	1598	1	
4	4	1486	1	
5	4	1222	1	
6	4	1353	1	
7	4	1030	1	
8	4	1329	1	
9	4	264	1	3.0
10	4	1244	1	
1	5	1667	1	
2	5	1422	1	
3	5	1598	1	
4	5	1486	1	
5	5	1222	1	
6	5	1353	1	
7	5	1030	1	
8	5	1329	1	
9	5	264	1	
10	5	1244	1	
1	6	1185	1	
2	6	1679	1	
3	6	616	1	
4	6	860	1	
5	6	968	1	
6	6	1405	1	
7	6	524	1	3.0
8	6	46	1	
9	6	144	1	
10	6	530	1	4.0
1	7	1185	1	
2	7	1679	1	
3	7	616	1	4.0
4	7	860	1	
5	7	968	1	
6	7	1405	1	
7	7	524	1	
8	7	46	1	
9	7	144	1	5.0
10	7	530	1	5.0
1	8	1237	1	
2	8	678	1	
3	8	933	1	
4	8	598	1	
5	8	1379	1	
6	8	564	1	
7	8	1562	1	
8	8	1045	1	
9	8	1055	1	
10	8	1566	1	
1	9	1237	1	
2	9	678	1	
3	9	933	1	
4	9	598	1	
5	9	1379	1	
6	9	564	1	
7	9	1562	1	
8	9	1045	1	
9	9	1055	1	
10	9	1566	1	
1	10	383	1	
2	10	1199	1	
3	10	1235	1	
4	10	132	1	5.0
5	10	693	1	4.0
6	10	844	1	
7	10	1434	1	
8	10	315	1	
9	10	1416	1	
10	10	935	1	
1	11	383	1	2.0
2	11	1199	1	
3	11	1235	1	
4	11	132	1	
5	11	693	1	
6	11	844	1	
7	11	1434	1	
8	11	315	1	
9	11	1416	1	
10	11	935	1	
1	12	1667	1	
2	12	1422	1	
3	12	1598	1	
4	12	1486	1	
5	12	1222	1	
6	12	1353	1	
7	12	1030	1	
8	12	1329	1	
9	12	264	1	
10	12	1244	1	
1	13	1589	1	
2	13	1029	1	
3	13	630	1	2.0
4	13	512	1	
5	13	954	1	
6	13	1015	1	
7	13	804	1	2.0
8	13	1371	1	
9	13	1443	1	
10	13	551	1	1.0
1	14	1589	1	
2	14	1029	1	
3	14	630	1	
4	14	512	1	
5	14	954	1	
6	14	1015	1	
7	14	804	1	
8	14	1371	1	
9	14	1443	1	
10	14	551	1	
1	15	1103	1	
2	15	594	1	
3	15	143	1	
4	15	1606	1	
5	15	350	1	
6	15	1302	1	
7	15	389	1	
8	15	1233	1	
9	15	1464	1	
10	15	405	1	2.0
1	16	1185	1	
2	16	1679	1	
3	16	616	1	
4	16	860	1	
5	16	968	1	
6	16	1405	1	
7	16	524	1	
8	16	46	1	
9	16	144	1	5.0
10	16	530	1	
1	17	1103	1	
2	17	594	1	
3	17	143	1	
4	17	1606	1	
5	17	350	1	
6	17	1302	1	
7	17	389	1	
8	17	1233	1	
