1	455	1.076206
1	509	0.9014337
1	89	0.8654656
1	727	0.85850435
1	283	0.8448922
1	780	0.8039125
1	288	0.79390186
1	568	0.7506291
1	498	0.7473122
1	318	0.7469382
2	269	0.9307586
2	181	0.7857314
2	515	0.71586436
2	124	0.6846432
2	471	0.5876026
2	628	0.56694484
2	332	0.5280677
2	275	0.50872254
2	297	0.502658
2	9	0.49971938
3	887	0.67096436
3	347	0.63945854
3	326	0.59435314
3	346	0.5646427
3	332	0.5226391
3	292	0.5110965
3	315	0.50085807
3	259	0.49099422
3	313	0.48528424
3	358	0.47824192
4	181	0.59539735
4	748	0.5429209
4	325	0.5145482
4	172	0.48495764
4	334	0.45413637
4	292	0.43345684
4	299	0.38934
4	174	0.3881696
4	319	0.37273774
4	268	0.37197584
5	94	0.9392238
5	228	0.93825525
5	161	0.89462155
5	238	0.83259135
5	67	0.75946295
5	290	0.7547048
5	163	0.7210086
5	265	0.7123217
5	175	0.69725025
5	514	0.6705236
6	79	0.92676437
6	135	0.82955503
6	144	0.82851774
6	205	0.82123566
6	45	0.81775254
6	357	0.7607529
6	197	0.7519755
6	24	0.749565
6	96	0.72826904
6	654	0.72017795
7	22	0.90122867
7	559	0.84748775
7	612	0.8011796
7	67	0.75377554
7	699	0.73812467
7	962	0.73149294
7	501	0.72098446
7	366	0.7124253
7	157	0.7118625
7	176	0.7107444
8	228	0.79695946
8	566	0.7112408
8	11	0.6649954
8	62	0.559791
8	230	0.5597251
8	597	0.5347149
8	300	0.5196143
8	568	0.5124646
8	226	0.50698465
8	483	0.5011812
9	56	0.5189607
9	127	0.43886968
9	485	0.4291731
9	132	0.42124113
9	504	0.40607336
9	258	0.38744304
9	484	0.3679617
9	177	0.36402968
9	781	0.36147478
9	511	0.3580482
10	515	1.0845047
10	143	0.9318813
10	173	0.92017144
10	190	0.8540762
10	213	0.8184242
10	28	0.81748486
10	31	0.76931214
10	514	0.7681503
10	49	0.7373373
10	436	0.69593275
11	12	1.0160748
11	655	0.91962844
11	204	0.9093256
11	380	0.8114233
11	250	0.7656718
11	63	0.7457757
11	239	0.74526066
11	736	0.7421791
11	310	0.73747885
11	270	0.73674196
12	204	0.79341644
12	64	0.76603246
12	582	0.65850466
12	31	0.63152874
12	58	0.6186642
12	196	0.6165479
12	154	0.6081434
12	9	0.59359443
12	98	0.58380485
12	91	0.5655026
13	117	1.2358634
13	194	0.9689588
13	665	0.94698924
13	455	0.8686786
13	628	0.7391828
13	430	0.7329925
13	234	0.7092428
13	291	0.7029821
13	418	0.6908977
13	145	0.6832059
14	169	1.0448911
14	183	0.97001266
14	173	0.9583913
14	137	0.881649
14	202	0.8571041
14	187	0.7592688
14	109	0.731594
14	153	0.7222277
14	222	0.7017845
14	194	0.69783914
15	304	0.98775375
15	14	0.81751394
15	258	0.8147526
15	284	0.76177347
15	100	0.7088017
15	237	0.67911065
15	326	0.67144805
15	471	0.6666727
15	864	0.64567846
15	302	0.61990637
16	64	0.9320282
16	238	0.85730356
16	174	0.83083916
16	289	0.8270532
16	118	0.822675
16	435	0.7761238
16	258	0.7581854
16	433	0.7434948
16	129	0.73856026
16	50	0.6659142
17	124	0.6180862
17	300	0.47975254
17	7	0.43964684
17	1	0.43455675
17	14	0.4332472
17	340	0.41104704
17	222	0.3818129
17	93	0.37917233
17	19	0.37617892
17	285	0.35677764
18	650	0.9901284
18	294	0.94996715
18	180	0.90934056
18	1101	0.8803187
18	501	0.8642068
18	371	0.8558086
18	283	0.84147674
18	518	0.8314812
18	661	0.8186264
18	504	0.8100846
19	216	0.5063367
19	286	0.49798936
19	186	0.47585356
19	204	0.42323047
19	208	0.40922895
19	25	0.40764022
19	678	0.40582678
19	514	0.40028924
19	194	0.39767197
19	50	0.36975273
20	174	0.7547673
20	96	0.6850966
20	117	0.6709969
20	79	0.52939045
20	318	0.5187875
20	748	0.5084331
20	121	0.50471824
20	202	0.48406577
20	265	0.47984925
20	183	0.4786099
21	447	0.8702092
21	546	0.83230615
21	333	0.8308045
21	672	0.81033224
21	563	0.7610002
21	444	0.7586287
21	769	0.7545579
21	295	0.6932868
21	1025	0.683075
21	670	0.65125424
22	186	0.91802096
22	183	0.81127286
22	82	0.7795424
